,Topic,Word,P
0,0,awan_panas,0.037598625
1,0,jarak_luncur,0.029495038
2,0,mantan,0.022838926
3,0,isolasi_mandiri,0.022179816
4,0,barat_daya,0.020434815
5,0,gunung_rapi,0.018083697
6,0,awan,0.018077858
7,0,arah_barat,0.017827949
8,0,timbang,0.016029567
9,0,durasi_detik,0.012512838
10,1,pabrik,0.02787171
11,1,gunungkidul_dewi,0.027478367
12,1,partai_politik,0.026161259
13,1,politik,0.025642985
14,1,intensif,0.02469298
15,1,resmi,0.022125762
16,1,corona,0.019349623
17,1,rabu,0.009950123
18,1,la_nyalla,0.008843182
19,1,nyalla,0.0047923313
20,2,pasar,0.008891759
21,2,dagang,0.0076117693
22,2,calon,0.0075360467
23,2,berangkat,0.0066166325
24,2,haji,0.0065095536
25,2,pt,0.006371147
26,2,siswa,0.006033003
27,2,mahasiswa,0.0057661813
28,2,tatap_muka,0.005761811
29,2,persero,0.004680236
30,3,sepeda_motor,0.01483596
31,3,mobil,0.012213171
32,3,korban,0.010384921
33,3,curi,0.008911365
34,3,nopol_ab,0.00870767
35,3,polres,0.007387558
36,3,laku,0.006775503
37,3,motor,0.0065539973
38,3,polres_kulonprogo,0.0062500397
39,3,kendara,0.006212657
40,4,sangka,0.04895828
41,4,m,0.03245837
42,4,tangkap,0.027879762
43,4,senjata,0.027346876
44,4,sita,0.026306653
45,4,camat,0.025671491
46,4,jenis,0.024815138
47,4,api,0.023772005
48,4,desa,0.02349007
49,4,barang_bukti,0.018869704
50,5,ugm,0.033041723
51,5,zona,0.032810993
52,5,fakultas,0.022320773
53,5,layan,0.017605998
54,5,teknik,0.01576679
55,5,tetap,0.011447942
56,5,lingkung,0.010484938
57,5,tingkat,0.010425039
58,5,terang_tulis,0.010247871
59,5,salah_satu,0.010189608
60,6,ungkap,0.0384407
61,6,rangka,0.032844484
62,6,keras,0.02084526
63,6,berat,0.01894043
64,6,iii,0.016822554
65,6,lengkap,0.016653026
66,6,surat,0.013113407
67,6,bebas,0.012782002
68,6,terus,0.012464148
69,6,wajib,0.01186013
70,7,tular_covid,0.059674263
71,7,virus_corona,0.04496082
72,7,tangan_covid,0.032609235
73,7,swasta,0.023942301
74,7,tular,0.023832554
75,7,cegah_tular,0.023578444
76,7,kantor,0.023427296
77,7,konfirmasi_covid,0.019638034
78,7,baning,0.0173155
79,7,ton,0.017262347
80,8,partai,0.10481537
81,8,gabung,0.04113606
82,8,salah_satu,0.03700806
83,8,dewan,0.028648468
84,8,negara,0.01997628
85,8,bangun,0.019111281
86,8,jakarta,0.019029431
87,8,dpp,0.01729489
88,8,percaya,0.01672828
89,8,jujur,0.016722566
90,9,klaster,0.03812407
91,9,tinggal_dunia,0.03628066
92,9,protokol_sehat,0.03582709
93,9,gunungkidul,0.02566838
94,9,kepala_dinas,0.019498998
95,9,tangan_covid,0.019099142
96,9,gugus_tugas,0.012865309
97,9,tangan,0.012825459
98,9,protokol,0.011650672
99,9,dunia,0.011055918
